Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Browns,4.0,687.596779006,76462.7179425,Financial,229.198926335,No,333.608534582,Yes,Female,After_16:00,0.507720538415,0.837875597645,4.37937528128,8.90520025976,7.40398866823,2.28561136639,4046.0,7.10864153225,419.368299786,4174.82194539,48815.9112644,No,111294.654346,20.4784838254,202.600630595,22.7577111218,52771.3467596,60.0,Below_30,4.0,619.381501388,5.0,Car,Industry_or_other,417.178356245,0.0,Yes
Whites,6.0,717.454305069,128817.771108,Financial,239.151435023,No,538.645193977,No,Male,By_16:00,0.918747714953,0.573697901797,8.89039800968,1.87523523113,9.67935726047,6.47327792365,,80.7073215721,418.532588724,6223.51711721,53573.9343755,No,290138.644994,20.458069037,93.4623458214,68.2198837399,57442.5603086,60.0,Below_30,1.0,668.247305335,7.0,Motorcycle_or_truck,Hightech,475.406912173,3.0,No
Browns,9.0,409.582337263,42376.1515686,Healthcare,136.527445754,No,310.385588293,Yes,Male,After_16:00,0.327307895757,0.679596974049,9.54909287393,4.3642070936,8.88870131457,0.0490186689422,3586.0,24.9916452216,383.228859719,3870.31360237,44974.1307796,No,96339.2134201,19.5762320103,247.053921631,16.7105222354,18786.2708899,80.0,Below_30,0.0,572.450336947,8.0,Motorcycle_or_truck,Industry_or_other,393.011608741,3.0,No
Browns,10.0,418.638776367,47069.0720477,Social,139.546258789,No,337.300852464,Yes,Female,By_16:00,0.403683531797,0.938792461064,2.18241976574,7.83090383746,4.73134466913,7.80165236443,5082.0,99.5944593567,397.566314021,4168.14115268,47467.5469089,No,113771.865073,19.9390650237,204.044949559,75.8466189727,19622.7046008,70.0,45_and_up,3.0,607.368622112,7.0,Car,Services_or_Retail,431.657708493,0.0,Yes
Reds,,262.250614392,38569.2552293,Other,87.4168714641,No,441.210656288,Yes,Male,By_16:00,0.993801286677,0.164308648556,4.14343998302,6.83190689888,7.88203545846,0.22148296237,9054.0,85.9983311966,433.199872352,5278.50630758,52797.9909317,Maybe,194666.843222,20.8134541187,96.4983962077,41.0552793881,7739.12628803,50.0,30-45,2.0,665.336167846,10.0,Car,Student_or_Unemployed,462.670434201,1.0,No
Purples,3.0,995.499808262,130583.559534,Environment,331.833269421,No,393.521601259,Yes,Female,After_16:00,0.819795128657,0.515444385819,1.21038855752,7.32255994575,0.0531233451329,2.67672362505,3663.0,94.6838005213,442.363276353,4819.9425653,50805.2269433,No,154859.250658,21.0324339141,170.888787401,42.7928766701,110455.151964,90.0,30-45,1.0,627.181230879,11.0,Motorcycle_or_truck,Services_or_Retail,,0.0,No
Browns,,219.932921778,23709.6165902,Healthcare,73.310973926,No,323.411562015,Yes,Female,After_16:00,0.242290236522,0.185702657327,6.9616097305,9.9005306582,3.48457590444,2.87694968982,8427.0,32.1642895928,,4024.88555701,46010.3155623,No,104595.038445,19.8842894876,234.710237497,4.66604849789,5457.80987191,80.0,30-45,2.0,581.26418287,8.0,Motorcycle_or_truck,Student_or_Unemployed,386.153110165,1.0,Yes
Pinks,2.0,389.28743054,45933.1213512,Education,129.762476847,No,353.978457158,Yes,Female,After_16:00,0.942418489605,0.474526082398,6.34746444644,5.41305902414,3.33517182153,7.86670849426,9866.0,0.813618418761,382.140997057,4304.06656569,49549.2403912,No,125300.748132,19.5484269714,198.101816103,62.3048049165,16978.0628743,100.0,Below_30,2.0,661.070979044,9.0,Foot_or_bicycle,Services_or_Retail,563.492471953,0.0,No
Purples,1.0,95.9756412347,11749.4436701,Environment,31.9918804116,No,367.263303029,Yes,Female,After_16:00,0.446436417988,0.235395901604,6.75531135639,2.0223097736,0.480632320978,9.07002944965,8001.0,83.2124644425,449.9968313,4572.62669289,54431.4276926,No,134882.333752,21.2131287485,144.964379009,19.9997946853,1065.47229268,90.0,Below_30,3.0,706.684457541,11.0,Public_or_other,Hightech,529.921958137,1.0,Yes
Pinks,2.0,819.686000946,199601.074891,Education,273.228666982,No,730.52757273,No,Female,By_16:00,0.475856235251,0.0532681925688,3.20997469593,3.07746749604,,8.89385437593,4215.0,79.0163167985,641.714548151,8588.7048236,74464.3193431,No,533670.534518,25.3320853494,272.784108886,72.3801620305,74937.1331277,100.0,45_and_up,0.0,883.382519187,11.0,Foot_or_bicycle,Student_or_Unemployed,465.573337156,0.0,No
Greens,7.0,964.089947865,74782.6748453,Financial,321.363315955,No,232.704453596,Yes,Male,After_16:00,0.493889894802,0.853714669589,2.39207452396,3.32079639426,5.32536272658,3.10514940415,3656.0,78.5126984119,482.646645577,3292.33782712,56761.1095672,No,54151.3627236,21.9692204135,292.337987302,87.1758129681,103605.744158,60.0,30-45,1.0,766.204648333,8.0,Car,Services_or_Retail,617.104443908,0.0,
Whites,,717.960059747,69349.4778249,Financial,239.320019916,No,289.777168869,Yes,Female,By_16:00,0.235179564916,0.187665251549,9.74780837772,6.13499450032,,9.65573229361,7340.0,93.7455559848,296.600149548,3490.97198779,40926.2141463,No,83970.8075978,17.2220831942,294.434599587,6.359097315,57523.3919523,60.0,45_and_up,3.0,562.70024956,7.0,Car,Hightech,533.56479616,0.0,No
Yellows,9.0,-421.352275631,-15589.2827196,Social,-140.450758544,Yes,110.994649521,Yes,Male,After_16:00,0.993688900955,0.42593734595,7.45827279286,8.06007620646,3.13830571482,7.50631180359,7443.0,95.3025377123,559.350301921,2228.64709906,54814.8951604,Yes,12319.8122223,23.6505877712,419.147221576,87.4885171419,19595.964817,70.0,Below_30,2.0,692.339996786,13.0,Motorcycle_or_truck,Services_or_Retail,355.65052021,2.0,No
Browns,6.0,314.841921785,54009.9691134,Healthcare,,No,514.638922356,No,Male,After_16:00,0.807444749633,0.603263542987,8.87530898675,3.67015827447,5.75085032731,3.87111448217,4883.0,27.6620508172,484.19841902,6114.7860616,58876.1203664,No,264853.220403,22.0045090611,22.0519595768,70.0810845476,11128.8846088,80.0,45_and_up,1.0,734.881277283,8.0,Public_or_other,Hightech,495.277615858,4.0,Yes
Blues,9.0,1049.88064752,113315.509959,Healthcare,349.960215841,Yes,323.795405392,Yes,Female,By_16:00,0.122073566774,0.232915475965,6.71770962887,0.76101871673,7.3452685657,9.83256096486,8443.0,18.0088985711,631.320854921,4500.59576376,60385.2740867,Yes,104843.464553,25.1260990789,379.810786251,46.1421205662,122832.112887,80.0,Below_30,1.0,695.678827389,14.0,Foot_or_bicycle,Services_or_Retail,190.221034841,2.0,Yes
Yellows,,50.7282008125,10140.2640392,Social,16.9094002708,Yes,599.68206304,No,Male,After_16:00,0.52353613032,0.424837414874,3.8112312858,2.335259791,7.21309032058,0.630192474928,7130.0,42.1305216616,361.375291838,6719.57121407,53996.493984,Yes,359618.576732,19.0098735356,225.613751993,65.5227821786,312.83721779,70.0,30-45,1.0,708.942394291,,Foot_or_bicycle,Industry_or_other,647.472850665,,Yes
Yellows,9.0,-21.9871181491,-832.161845238,Education,-7.32903938302,Yes,113.543099136,Yes,Female,By_16:00,0.171422835905,0.123699372634,0.0758086657152,6.86891150894,1.010041954,9.86194100464,7126.0,86.6053920472,,1743.54074408,35514.6826948,Yes,12892.0353614,17.4371693908,444.103576417,56.0351146618,56.3857788949,100.0,30-45,5.0,486.30934865,13.0,Motorcycle_or_truck,Services_or_Retail,402.611300022,0.0,No
Purples,10.0,116.803480392,18012.4775272,Environment,38.9344934641,No,462.635465999,Yes,Male,After_16:00,0.566758856177,0.0496426182799,4.29573909147,5.5913930363,8.0414013518,9.19664996443,8606.0,38.9017210808,436.992455594,5500.33957118,56284.8303594,No,214031.5744,20.9043645107,112.39545966,26.7977862619,1564.82927477,90.0,30-45,1.0,732.179169457,15.0,,Student_or_Unemployed,585.244825644,2.0,No
Browns,7.0,74.2101714809,7450.49784299,Financial,24.736723827,No,301.191778471,Yes,Male,By_16:00,0.0593412502203,0.892203852767,9.79271764867,8.52296503261,4.23447826412,6.46085691173,5932.0,21.5657075634,365.248871463,3742.41552763,43213.0601284,No,90716.4874183,19.1114853285,265.949767515,92.1625244897,646.642229519,60.0,45_and_up,1.0,551.732079063,6.0,Motorcycle_or_truck,Public_Sector,385.777833798,0.0,Yes
Greys,5.0,,48641.8207486,Military,89.74363173,No,542.008606192,No,Female,By_16:00,0.580315449042,0.27468995261,2.15257239062,1.78904887289,9.19608443044,1.85896405019,3565.0,22.4081369117,474.772073971,6369.63020986,56740.0145655,Maybe,293773.329186,21.7892651086,98.1468676469,34.5651266398,8153.66306782,30.0,45_and_up,2.0,688.9762129,5.0,Foot_or_bicycle,Public_Sector,414.960971413,0.0,No
Greens,7.0,43.8747605144,4033.19240407,Education,14.6249201715,No,275.775344876,Yes,Female,After_16:00,0.704810284078,0.86886810977,8.97316994611,4.42192136077,,3.55391310761,7262.0,35.208624904,526.819386976,3811.39222271,61424.0680128,No,76052.0408414,22.9525464159,262.77222381,28.8550766651,238.513210193,100.0,45_and_up,2.0,818.896204328,13.0,Motorcycle_or_truck,Student_or_Unemployed,634.362443125,0.0,No
Greens,4.0,643.029818734,57641.7602886,Social,214.343272911,No,268.922646863,Yes,Female,After_16:00,0.00528288888745,0.559596651467,4.26011207048,4.41650418332,9.79318027385,3.66262240335,5911.0,24.9266341096,536.274174454,3761.77481754,62673.9629609,No,72319.3899959,23.1575943149,283.895030443,15.2502597775,46167.3819152,70.0,30-45,2.0,839.981282735,9.0,Public_or_other,Hightech,,1.0,No
Reds,7.0,708.895175871,82339.082978,Other,236.298391957,No,348.453843871,Yes,Male,After_16:00,0.137354763923,0.922135525849,9.26707978593,5.01613759436,3.00626751967,5.18204414984,6296.0,19.9281494366,431.182631101,4346.90370092,50833.8774592,Maybe,121420.081309,20.7649375415,172.988969404,81.7214464769,56083.2284334,50.0,45_and_up,,649.334787712,9.0,Public_or_other,Public_Sector,452.850070669,0.0,No
Browns,7.0,146.202312276,15038.8862647,Healthcare,48.734104092,No,308.590596767,Yes,Female,After_16:00,0.756883045193,0.126358708134,8.08964756783,7.6682007499,1.49792125449,1.2676945026,4001.0,15.2602352668,374.955610212,3835.8171881,44509.8173882,No,95228.1564132,19.3637705577,248.388332471,14.8369131377,2433.74700574,80.0,45_and_up,1.0,569.782770305,8.0,Car,Industry_or_other,402.927322874,1.0,Yes
Pinks,8.0,339.1613403,77914.0463838,Environment,113.0537801,No,689.176835263,No,Male,By_16:00,0.898177201627,0.584905413445,8.37461633608,8.44184576767,1.63867150899,7.50977134332,6645.0,99.050082895,651.13957873,8194.04751009,75298.4572013,No,474964.710263,25.5174367586,242.138784262,11.268113507,12904.210975,90.0,45_and_up,2.0,904.753841414,10.0,Car,Industry_or_other,499.62107406,1.0,No
Oranges,7.0,718.921393186,85692.423678,Military,239.640464395,No,357.587454582,Yes,Male,After_16:00,0.825123811839,0.0977374340873,5.67071848083,5.54731240263,3.50160151022,8.1955874525,6674.0,99.5219696313,474.510995841,4524.89653751,53276.923893,Maybe,127868.787675,21.7832733041,174.961079287,9.92401831318,57677.19264,30.0,Below_30,5.0,663.624239493,5.0,Foot_or_bicycle,Industry_or_other,401.611195555,0.0,No
Browns,,713.83408582,117290.063672,Social,237.944695273,No,492.929937089,Yes,Male,By_16:00,0.924910894129,,0.177516911644,8.26275279745,0.75044245692,2.0882757986,3623.0,70.9812921705,480.107025377,5889.51342164,58093.2590677,No,242979.922878,21.911344673,22.7525746221,23.4279082157,56865.622704,70.0,45_and_up,4.0,727.147753658,7.0,Public_or_other,Industry_or_other,491.516874219,3.0,Yes
Blues,1.0,1626.90374848,325416.842257,Social,542.301249493,Yes,600.066554449,No,Female,By_16:00,0.688681994565,0.834897838999,4.4596420601,1.88029156765,9.66121724341,0.676833933685,5401.0,75.0106186839,316.473993686,6633.61353186,38685.745403,Yes,360079.869768,17.7897159529,418.293170144,87.1685197111,294642.946451,70.0,Below_30,0.0,,10.0,Foot_or_bicycle,Hightech,137.682368802,0.0,Yes
Greens,8.0,162.823903347,13494.3681348,Education,54.274634449,No,248.631211832,Yes,Male,After_16:00,0.490543004824,0.718788414495,1.04893167503,8.39700618759,6.34214744903,5.44904614566,8819.0,76.7980851,496.068811449,3478.44974122,58453.1290305,No,61817.479497,22.2726022604,284.045658653,37.5621737214,3010.01057902,100.0,45_and_up,3.0,787.431432214,14.0,Foot_or_bicycle,Public_Sector,632.212761453,0.0,No
Browns,10.0,70.9920478771,7735.01020292,Environment,23.664015959,No,326.86802681,Yes,Female,By_16:00,0.892959255492,0.871709688799,9.5771567151,8.6102644424,5.63873528503,0.305578424595,4084.0,99.1990152979,386.430425788,4041.54111967,46061.3066885,No,106842.70695,19.6578337003,223.087670555,3.15615693107,593.649667268,90.0,Below_30,2.0,588.954972187,9.0,,Services_or_Retail,416.961572594,0.0,Yes
Oranges,7.0,685.781587333,103070.205479,Military,228.593862444,No,450.887895137,Yes,Male,After_16:00,,0.209635744803,8.07922866661,9.85901450273,1.54276479501,,8865.0,51.9641461316,412.801099627,5334.48115062,53795.1283135,Maybe,203299.893981,20.3175072198,,23.1192112435,52493.7478096,30.0,Below_30,1.0,701.521651482,5.0,Public_or_other,Services_or_Retail,569.823744609,0.0,No
Browns,6.0,63.2704486521,10288.1126301,Financial,21.0901495507,No,487.81601123,Yes,Male,After_16:00,0.786804912379,0.363273987081,7.77406303678,5.696913586,9.67349274317,2.40207442548,8358.0,63.0335102789,442.553214443,5763.26654118,54792.8322001,No,237964.460812,21.0369487912,61.2990509409,13.3949158015,475.884557622,60.0,Below_30,3.0,688.290425725,6.0,Car,Services_or_Retail,482.421863207,0.0,Yes
Pinks,9.0,435.378639681,103540.351888,Education,145.126213227,No,713.450379403,No,Female,After_16:00,0.324065526482,0.193845113274,7.3463072814,7.09977754392,8.76198917162,5.33894616645,3256.0,1.35254436173,654.44729351,8443.39838105,76621.9045043,No,509011.44387,,264.921119086,21.9308953965,21216.7439789,100.0,45_and_up,1.0,924.205527613,9.0,Motorcycle_or_truck,Hightech,527.715851027,0.0,No
Whites,1.0,777.420578635,78003.5164904,Environment,259.140192878,No,301.00894664,Yes,Male,After_16:00,0.762758589815,0.485848502256,4.36485826736,0.237439831253,7.07015381427,6.68674650369,5864.0,97.0241226489,303.178459167,3616.44638473,41328.1042898,No,90606.3859574,17.4120205366,280.589374967,8.23222969193,67422.7797579,90.0,Below_30,1.0,562.889235383,10.0,Public_or_other,Student_or_Unemployed,519.855454939,2.0,No
Browns,7.0,199.970554966,34677.4194087,Financial,66.6568516555,No,520.23788324,No,Female,After_16:00,0.952661800198,0.469271665672,4.72264687298,9.39833048265,1.33624803741,8.81220873212,9864.0,31.2126091681,440.293336341,6082.96550508,54420.6362315,No,270647.455158,20.9831679291,80.3796477158,90.7582452754,4519.79272428,60.0,30-45,3.0,673.355732534,6.0,Foot_or_bicycle,Industry_or_other,450.135883006,0.0,Yes
Browns,7.0,597.441748651,99109.4624173,Social,199.14724955,No,497.669250472,Yes,Male,After_16:00,0.127062295796,0.701994272415,9.20792615507,5.49229196273,1.33939593798,8.5435970244,6255.0,94.3069732748,465.813776966,5908.32005865,56784.6907587,No,247674.682865,21.5827194062,39.2608824709,2.67133053858,39868.7742531,70.0,30-45,2.0,709.416962216,6.0,Car,Services_or_Retail,480.835275799,0.0,Yes
Pinks,10.0,636.486293931,144706.756124,Financial,212.162097977,No,682.057528201,No,Female,After_16:00,0.230412622448,0.839565198636,3.39201757917,1.45049744984,8.83310451638,5.86424704408,7295.0,9.80092273094,601.63805121,8023.85138443,70850.4700836,No,465202.471776,24.5283112181,209.145528188,45.6800632644,45234.917916,60.0,30-45,1.0,851.515825155,5.0,Car,Industry_or_other,483.671652492,0.0,Yes
Greens,3.0,303.226436449,27424.3629137,Healthcare,101.075478816,No,,Yes,Male,After_16:00,0.576739815762,0.999097454594,0.0773509521969,9.23925494542,5.39801580599,2.56846727571,3678.0,31.031819107,489.479046295,3692.2138926,58966.8858263,No,73617.5703627,22.1241733472,279.68938917,45.6846683752,10327.3278968,80.0,30-45,3.0,798.01211842,14.0,Foot_or_bicycle,Hightech,660.696837509,0.0,No
Purples,1.0,318.897924765,36537.2070797,Healthcare,106.299308255,No,343.720083221,Yes,Male,After_16:00,0.0270896859001,0.196213369025,7.09021960152,5.69657662651,3.25283871731,7.07543273224,5928.0,39.7534835851,416.902193334,4271.00521888,51734.0636304,No,118143.495609,20.4181829097,182.668970786,64.0744141303,11415.8422437,80.0,30-45,1.0,682.163259474,11.0,Car,Industry_or_other,545.158554303,1.0,No
Reds,9.0,786.359006534,124595.663398,Other,262.119668845,No,475.338855519,Yes,Male,After_16:00,0.360694546485,0.631659194361,8.86865954613,3.28431060305,0.555138187483,4.21999259386,4908.0,70.4361994984,375.672374124,5504.73330344,,Maybe,225947.027566,,127.475260938,51.2114509242,68978.840464,50.0,Below_30,4.0,628.849111583,7.0,Motorcycle_or_truck,Services_or_Retail,486.420178638,2.0,No
Greens,2.0,554.258522871,54154.8061488,Environment,184.752840957,No,293.120289075,Yes,Female,After_16:00,0.885825439356,0.205024533905,8.48274939926,5.98121445393,3.39766469551,4.11469425773,3099.0,63.6003293563,519.857867797,3970.91862635,61292.4875507,No,85919.5038676,22.8003918343,250.606166995,15.2596786851,34328.3650826,90.0,Below_30,2.0,817.201788461,12.0,Foot_or_bicycle,Public_Sector,640.035357072,0.0,Yes
Blues,9.0,,187162.489645,Healthcare,525.895945615,Yes,355.89262706,Yes,Female,By_16:00,0.00857641058974,0.285247456515,0.830879649147,7.68971963553,1.43941965885,6.50396294659,5625.0,35.0302839419,83.5496460384,3726.02556268,24930.8416268,Yes,126659.561996,9.14054954794,441.718669457,10.1067117881,277102.441559,80.0,45_and_up,3.0,375.929493787,14.0,Foot_or_bicycle,Industry_or_other,530.291099293,0.0,No
Purples,3.0,40.6218776291,5347.15103876,Healthcare,13.5406258764,No,394.896889374,Yes,Female,After_16:00,0.719169338467,0.465558876516,3.11814244138,8.75334142242,7.04129666323,9.52091015643,5699.0,55.7597683277,403.99798369,4756.96486112,52792.2096424,No,155943.553237,20.0997010846,172.947288363,11.1805247609,206.889175,80.0,30-45,1.0,702.199261821,14.0,Car,Student_or_Unemployed,598.222775125,1.0,Yes
Yellows,6.0,-188.977974275,,Education,-62.9926580915,Yes,542.969496298,No,Male,After_16:00,0.48723834753,0.417687121546,1.83625062462,3.26918868115,6.84675216209,1.66688164463,3167.0,93.9403000521,599.381419336,6628.45780165,66560.5477669,Yes,294815.87391,24.4822674468,142.206396639,62.9658613587,3915.08231535,100.0,Below_30,2.0,797.643548401,16.0,Motorcycle_or_truck,Hightech,407.806642736,,No
Purples,3.0,689.622107441,83702.7462906,Social,229.874035814,No,364.124404021,Yes,Male,After_16:00,0.287946711062,0.814586475724,6.02178485831,2.57099602371,4.36226051999,4.49732656358,6965.0,4.94477711618,374.075434959,4389.39491013,46478.691411,No,132586.581604,19.3410298319,191.741862091,64.0626108972,53081.9463771,70.0,Below_30,3.0,598.352978515,13.0,Motorcycle_or_truck,Hightech,450.545293299,0.0,Yes
Pinks,4.0,825.580427512,85710.1828178,Financial,275.193475837,No,311.454268881,Yes,Male,After_16:00,0.344747983152,0.597676347708,2.32198023936,3.66586290766,3.31384454854,0.738998998422,7356.0,25.9845570894,346.98823085,3808.51915051,43081.3791467,No,,18.627620107,251.118161718,17.7786245244,76016.6426193,60.0,30-45,2.0,561.426097865,7.0,Foot_or_bicycle,Industry_or_other,435.982526423,0.0,No
Purples,1.0,206.192224204,25376.720975,Financial,68.7307414014,No,369.219369057,Yes,Male,By_16:00,0.210336127318,0.00390529446304,3.70639902307,8.71944222599,4.23146293033,2.37563498784,3190.0,10.4622401996,429.207977607,4550.60964578,51214.7849766,No,136322.942487,20.7173351956,153.757781454,80.6300710421,4802.64555499,60.0,45_and_up,1.0,653.674714449,8.0,Public_or_other,Hightech,460.931195394,1.0,Yes
Pinks,1.0,201.624275777,45724.9034441,Social,67.2080919256,No,680.348186268,No,Male,After_16:00,0.741011467995,0.777704916894,7.00813949807,7.62795794988,0.67830867134,8.27086353675,5914.0,21.7357728397,635.300765219,8074.08339312,73715.9357099,No,462873.654558,25.205173382,225.585964248,64.5724945934,4594.1357122,70.0,30-45,2.0,886.021927449,6.0,Car,Services_or_Retail,492.432840251,2.0,No
Oranges,3.0,97.5550859115,10986.4448531,Other,32.5183619705,No,337.853575254,Yes,Female,After_16:00,0.169069865718,0.800259237876,7.0902994764,3.21852967376,2.6271985122,7.53145053284,5529.0,60.1127886213,456.285995183,4291.10774291,51026.8310858,Maybe,114145.038312,21.3608519302,205.386170503,63.7378274463,1099.96222721,50.0,Below_30,3.0,635.321898665,7.0,Car,Services_or_Retail,381.75829095,0.0,Yes
