,Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
1623,Blues,8.0,2167.18311556,211520.734977,Education,,Yes,292.805070497,Yes,Male,After_16:00,0.653555420926,0.525732220616,8.74814646784,1.31405103719,1.68406181503,0.493702485692,8719.0,98.4165299684,249.500016359,3427.05073769,27013.47722,Yes,85734.8093087,15.7955695168,523.042663779,6.35226946324,522586.022856,100.0,30-45,1.0,298.956385096,14.0,Foot_or_bicycle,Hightech,90.2517266461,1.0,No
7440,Oranges,1.0,130.406650967,14474.6920423,Military,43.4688836558,No,332.98973484,Yes,Female,By_16:00,0.770310224965,0.157090631779,0.482429375406,6.61330159754,0.927396772895,6.52831519954,7006.0,0.376110617071,511.518516942,4352.93438228,56389.2880926,Maybe,110882.163509,22.6167751225,182.875545178,17.1745967818,1943.01272993,30.0,45_and_up,0.0,706.860883187,6.0,Car,Public_Sector,426.39048891,1.0,No
2397,Oranges,7.0,654.690497722,86791.7223483,Military,218.230165907,No,397.707264655,Yes,Female,By_16:00,0.763039316284,0.213511974318,7.92790513253,7.76856313925,6.60420212429,3.08127077762,6182.0,62.1985205915,412.103260017,4801.27916659,47795.0666976,Maybe,158171.06836,20.3003265988,,76.5733804321,47852.6354779,30.0,Below_30,3.0,586.00675607,9.0,Car,Public_Sector,350.686191179,0.0,Yes
3446,Browns,10.0,226.087104028,35483.3945119,Education,75.3623680094,No,470.837043065,Yes,Male,After_16:00,0.42450845195,0.629196364433,1.0742570716,2.16423268896,9.31345664896,3.77720221179,7911.0,94.5825652219,425.427460009,5559.22535066,52209.6615429,No,221687.521122,20.6258929506,98.7379912926,54.540665797,5764.84887999,100.0,45_and_up,3.0,651.082222881,9.0,Public_or_other,Public_Sector,442.227609133,5.0,No
1985,Browns,9.0,286.119500586,27503.5709847,Social,95.3731668622,No,288.378501937,Yes,Female,By_16:00,0.294634373859,0.950829173438,9.01372845983,5.85100402357,6.78548888071,6.38734457549,7445.0,58.4783923812,362.454764127,3608.69454762,42844.4010512,No,83162.1603794,19.0382447754,275.748088329,94.2561798962,9201.41412418,70.0,Below_30,4.0,549.516385475,7.0,Public_or_other,Services_or_Retail,388.938495133,1.0,No
2118,Browns,3.0,124.840385618,20620.3752442,Financial,41.6134618727,No,495.521745037,Yes,Female,By_16:00,0.286098684184,0.887877329951,4.86090829363,2.10290108342,0.105842703488,6.26855549635,4606.0,59.5462104771,415.792593799,5786.80263797,53285.5252185,No,245541.799805,20.3909929576,84.4345252676,24.4027896319,1783.29367091,60.0,30-45,1.0,675.901336075,6.0,Public_or_other,Public_Sector,504.271654304,1.0,Yes
4210,Browns,1.0,196.550921632,32024.590709,Healthcare,65.5169738772,No,488.798380234,Yes,Female,After_16:00,0.823970152996,0.903427810408,7.00659351191,5.96779498272,7.80078056734,6.55572077725,8064.0,61.5209155716,467.818912113,5823.62162657,55864.4712679,No,238923.85652,21.6291218526,,47.7099245414,4367.9908399,80.0,Below_30,2.0,690.120898814,7.0,Public_or_other,Public_Sector,440.408079779,1.0,No
4976,Greens,7.0,273.090255338,27318.5719701,Environment,91.0300851126,No,300.104871223,Yes,Male,By_16:00,,0.367590839043,1.96766801178,0.0887787365355,9.26579393214,3.70265458245,3598.0,1.14177111536,491.639016171,3984.32674457,58370.9598115,No,90062.9337318,22.1729343157,226.416611666,99.0077382186,8387.50648072,90.0,Below_30,3.0,775.486812698,13.0,Public_or_other,Services_or_Retail,606.002422044,0.0,Yes
7241,Greens,,90.1145767399,8326.56329927,Social,30.0381922466,No,277.199214617,Yes,Male,By_16:00,0.83913766453,0.299887951463,7.11286663311,8.49508206826,5.21678915014,4.11615716526,5845.0,13.4447984397,505.021662845,3782.03547186,59881.4121747,No,76839.4045842,22.4726870411,264.282745882,21.7734220903,942.331185692,70.0,30-45,2.0,803.267515818,10.0,Foot_or_bicycle,Student_or_Unemployed,642.056195591,0.0,Yes
3487,Browns,2.0,123.982926475,12957.5676921,Financial,41.3276421584,No,313.532711167,Yes,Female,,0.773570077727,0.537135338644,3.4549659281,4.48839063523,6.28218730679,9.42777845776,8363.0,69.0330347745,365.611032363,3866.54917639,43699.3934335,No,98302.7609716,19.1209579353,252.05972181,38.7136801146,1759.30164853,60.0,30-45,0.0,558.673955779,5.0,Car,Student_or_Unemployed,396.541511072,0.0,Yes
8758,Blues,8.0,1258.84353499,254670.074061,Healthcare,419.614511662,Yes,606.914363025,No,Male,By_16:00,0.634012844879,0.796502111712,9.1052919114,8.77837690758,7.33367356937,7.74292461108,7028.0,25.0678127864,644.198037927,7357.53970611,67678.2534111,Yes,368345.044046,25.3810566747,305.134108748,24.4716170244,176505.952909,80.0,30-45,6.0,767.097196644,11.0,Foot_or_bicycle,Hightech,,1.0,No
6674,Whites,5.0,264.884589736,27117.749934,Environment,88.2948632453,No,307.127152558,Yes,Female,After_16:00,0.439756355481,0.806068578502,4.88350899657,0.17399357399,4.14607515326,8.02647187607,4717.0,28.7716870895,285.723093309,3642.7177122,40602.3179427,No,94327.0878383,16.9033456247,291.708824955,93.9602942439,7894.27773875,90.0,30-45,4.0,560.109344549,9.0,Foot_or_bicycle,Hightech,544.491690631,0.0,No
5457,Browns,2.0,895.171220117,102346.161991,Environment,298.390406706,No,342.994143547,Yes,Male,By_16:00,0.701800685143,0.716021846281,5.52473495714,2.04396698391,9.23817600822,,7321.0,6.53762703296,416.029522861,4262.00048119,49102.5843675,No,117644.982507,20.3968017802,189.778710245,9.91641657893,89345.2252207,90.0,30-45,1.0,625.88516098,8.0,Motorcycle_or_truck,Student_or_Unemployed,434.318352101,2.0,No
7829,Browns,4.0,39.9552190983,5956.54070531,Healthcare,13.3184063661,No,447.24124956,Yes,Female,By_16:00,0.986039644806,0.482163701439,4.90442511858,5.69129265845,5.55968127912,7.41386431968,8579.0,72.7830716176,460.273198072,5392.95889174,55028.6930416,No,200024.735308,21.4539786071,76.6825255299,15.2290746337,200.698354498,80.0,Below_30,2.0,689.486002206,7.0,Car,Public_Sector,461.03199797,1.0,No
5653,Purples,2.0,242.148840792,32737.0162463,Social,80.716280264,No,405.581329308,Yes,Male,By_16:00,0.0667931803036,0.620883526513,5.66569589078,9.67030008323,4.78374842787,9.90909872111,7262.0,56.584924506,369.349561654,4794.51241639,47746.8048998,No,164496.214684,19.2184692849,161.422037054,8.16266553011,6605.83417992,70.0,45_and_up,2.0,618.710942098,9.0,Foot_or_bicycle,Public_Sector,491.476407357,0.0,Yes
4397,Greens,8.0,940.329181103,95106.3876707,Social,313.443060368,No,303.424767354,Yes,Male,By_16:00,0.0515942345373,0.949768564198,7.99683945952,9.44299923489,6.13851388218,5.33413177589,7900.0,36.1107711913,511.191291424,4056.63025638,62267.4141831,No,92066.5894436,22.6095398322,284.204643405,85.8882569941,98569.995153,70.0,Below_30,1.0,842.89050476,13.0,Public_or_other,Hightech,704.951731486,0.0,Yes
9377,Blues,8.0,1232.70246061,186764.040741,Social,410.900820205,Yes,454.523407005,Yes,Male,By_16:00,0.167501226766,0.946639212314,5.48718109727,6.22839422664,4.17369541479,2.54624009132,,69.1485584714,361.636657533,5268.50738512,47279.720305,Yes,206591.527516,19.0167467652,150.566093694,90.192992799,169260.384865,70.0,45_and_up,2.0,601.835979943,13.0,Public_or_other,Industry_or_other,461.821294926,0.0,Yes
4975,Whites,1.0,,33036.7291852,Education,117.111236528,No,282.097005929,Yes,Male,By_16:00,0.852799927583,0.216577868676,5.1134304679,2.14248606004,2.40323648555,,5718.0,12.4353940133,304.89199057,3430.75404043,41383.4450736,No,79578.7207539,17.4611566218,294.050539791,23.5619459301,13842.1529577,100.0,45_and_up,,567.752420957,10.0,Public_or_other,Hightech,530.279857702,0.0,Yes
8295,Greens,9.0,191.527692327,,Healthcare,63.842564109,No,267.40560084,Yes,Female,By_16:00,0.414416761603,,2.29088767897,3.3172962931,3.18071461748,7.43732884061,8458.0,48.3782060444,519.559270952,3713.1745503,61162.3732483,No,71505.7553606,22.7938428298,279.873688173,87.2345146257,4149.71555612,80.0,Below_30,2.0,821.555563894,10.0,Car,Student_or_Unemployed,654.423319906,2.0,No
9628,Browns,3.0,611.323681377,99274.4097662,Social,203.774560459,No,487.17764152,Yes,Male,After_16:00,0.146173697431,0.825328164734,6.61055261968,6.03407968767,1.16357419407,9.78849420324,6618.0,43.9895845018,448.909968411,5769.59635203,54428.0449447,No,237342.054397,21.1874955672,76.2108063307,93.802059046,41737.8460507,70.0,Below_30,1.0,675.198204548,6.0,Public_or_other,Student_or_Unemployed,444.922937652,0.0,Yes
9210,Greens,10.0,593.353565204,55129.9440914,Healthcare,197.784521735,No,278.737403756,Yes,Female,After_16:00,0.469986152602,0.792437187396,9.32295966661,1.75019531744,6.09880508622,9.54651994165,9495.0,91.115733562,533.469531423,3854.31310041,62784.1155269,No,77694.5402527,23.0969593545,279.928672783,4.22360815573,39326.5015595,80.0,45_and_up,1.0,842.083647987,12.0,Foot_or_bicycle,Hightech,668.174658662,1.0,No
7968,Greens,9.0,357.639720571,34597.0425722,Education,119.21324019,No,290.211410384,Yes,Male,After_16:00,0.260113649769,0.568492057966,2.39797793329,1.88040318899,0.890999038238,6.95830591256,6501.0,35.2630708134,477.449337611,3857.01277907,57681.0643394,No,84222.6627173,21.8506141243,249.243698701,84.2909620609,14341.0098769,100.0,30-45,0.0,775.063009106,15.0,Motorcycle_or_truck,Hightech,632.674928435,0.0,No
9917,Reds,1.0,75.6644289693,11272.7509336,Other,25.2214763231,No,446.950479394,Yes,Male,After_16:00,0.319429001305,0.131795316236,8.0301245884,8.79739079392,0.246505546384,5.07716467371,3278.0,49.1143862484,397.930281543,5265.36535702,51369.9114502,Maybe,199764.73103,19.9481899315,116.593420786,90.1579173049,671.34434424,50.0,Below_30,2.0,662.339492133,11.0,Public_or_other,Hightech,519.014381611,0.0,Yes
8628,Purples,1.0,381.026636765,54871.4484374,Environment,127.008878922,No,432.028444809,Yes,Female,By_16:00,0.0460753357038,0.0128279894125,6.43536401913,1.23265151866,9.79199977359,8.02198591642,8083.0,14.3509570742,405.518812903,5131.32207389,50690.930507,No,186648.577124,20.1374976823,119.231674103,99.8711062828,16268.2642039,90.0,30-45,2.0,645.233730725,13.0,Public_or_other,Student_or_Unemployed,474.127909264,0.0,No
7438,Yellows,9.0,-252.435851026,,Social,-84.1452836754,Yes,573.971490126,No,Male,After_16:00,0.462239255896,0.222468754975,8.60857870663,9.50035057263,8.91409088159,6.94654034916,4927.0,60.2018873673,366.904082288,6473.52306584,57751.0216313,Yes,329443.271477,19.1547404652,345.814845244,0.563109968789,7006.28348113,70.0,45_and_up,2.0,792.853860378,11.0,Public_or_other,Public_Sector,810.486074613,0.0,No
787,Greens,10.0,216.907002378,23681.8682044,Education,72.3023341259,No,327.539470069,Yes,Male,By_16:00,0.766989251133,0.640233405167,3.14473681385,4.72875205334,3.91414857935,6.19375767186,8441.0,68.1235587457,522.469337444,4320.33337558,63338.1100935,No,107282.104453,22.8575881808,260.881237315,24.202780053,5309.92985418,100.0,Below_30,2.0,850.202266071,16.0,Public_or_other,Hightech,694.451830729,0.0,Yes
3437,Purples,3.0,613.000538144,75414.700043,Financial,204.333512715,No,369.07651144,Yes,Female,After_16:00,0.563735386124,0.224182760576,2.01914372388,1.02604015265,5.30222815229,8.15959376516,4495.0,81.0484848451,443.352067806,4577.46925001,52943.5379539,No,136217.471297,21.0559271419,143.244081496,56.506706751,,60.0,Below_30,4.0,679.4260738,11.0,Motorcycle_or_truck,Public_Sector,487.003123261,1.0,No
53,Oranges,7.0,839.925176886,90737.6061604,Military,279.975058962,No,324.091747661,Yes,Male,By_16:00,0.576048171148,0.724516730988,2.56009459961,0.155154636595,4.46282513672,4.17565236799,9851.0,19.6576967603,420.027736847,4080.9729503,49995.2253552,Maybe,105035.460902,20.4945782305,195.084272614,15.9491035156,78676.0086997,30.0,30-45,2.0,647.030805259,8.0,Motorcycle_or_truck,Student_or_Unemployed,473.19333466,1.0,Yes
400,Reds,2.0,122.628817521,17813.4735199,Other,40.876272507,No,435.790066642,Yes,Female,By_16:00,,0.857069080696,0.285285424907,1.39488113113,4.93595215259,8.35129865445,4863.0,37.2180465376,365.428931722,5088.75852987,47186.6172297,Maybe,189912.982184,19.1161955347,154.791535686,42.2580923652,1721.74592657,50.0,45_and_up,2.0,601.679644323,9.0,Foot_or_bicycle,Industry_or_other,458.429198218,0.0,Yes
4629,Purples,8.0,318.26825485,46106.7047071,Financial,106.089418283,No,434.602295433,Yes,Male,By_16:00,0.452029797714,0.540128732799,2.68086609198,2.83140914515,5.28033249779,4.24577953061,8635.0,36.9282028638,445.934421772,5237.89179788,53940.9858534,No,188879.155196,21.1171594153,89.0579164341,33.5950651206,11371.05409,60.0,Below_30,2.0,681.279319774,10.0,Public_or_other,Public_Sector,472.956221273,1.0,No
7378,Reds,2.0,131.279383252,20879.4011512,Foreign_Affairs,43.7597944172,No,477.136637164,Yes,Female,After_16:00,0.471604835941,0.668860732811,2.22789694322,5.01874165842,5.91140173143,9.79660687502,9076.0,80.6297203526,399.936191407,5571.23875445,50922.7719966,Maybe,227659.370524,19.9984047215,106.857303639,36.2334302394,1968.67940186,40.0,45_and_up,3.0,642.798711032,8.0,Foot_or_bicycle,Industry_or_other,470.284950099,2.0,Yes
5671,Purples,8.0,886.71032397,132153.143342,Education,295.57010799,No,447.11268078,Yes,Male,By_16:00,,0.346834818134,6.80385485059,6.51028899476,4.69646238256,5.31968794297,5189.0,,440.824747847,5352.7763035,55613.4557986,No,199909.749314,20.9958269151,96.1053190849,55.6518782396,87667.2588451,100.0,30-45,2.0,718.552680217,12.0,Motorcycle_or_truck,Public_Sector,554.198278154,,Yes
281,Browns,10.0,181.218832784,20005.3672862,Environment,60.4062775948,No,331.180269382,Yes,Female,By_16:00,0.261094763177,0.864793561865,2.01988269342,4.71881813835,2.53662364557,2.29580640327,4918.0,10.5561272474,365.322082966,4042.44685975,43776.5995392,No,,19.1134006123,243.338727403,48.0425586924,3719.32465045,90.0,Below_30,2.0,555.837647748,8.0,Foot_or_bicycle,Industry_or_other,387.859492282,0.0,No
7577,Pinks,6.0,29.7125370594,7025.73980066,Environment,9.9041790198,No,709.371244867,No,Female,By_16:00,0.829010251677,0.906602818519,4.59696996724,,,4.64157886803,7993.0,85.6830530567,673.686927863,8441.08630439,77820.546087,No,503207.563043,25.9554797271,272.501524031,5.92091493309,117.996941076,90.0,Below_30,3.0,935.217983372,8.0,Public_or_other,Hightech,515.925247616,2.0,No
204,Purples,3.0,357.174181273,49946.751259,Education,119.058060424,No,419.515915856,Yes,Male,After_16:00,0.425082375994,0.460159644717,9.46295422502,3.89993189136,4.61302429903,4.638732085,8513.0,2.01986224856,399.557636376,4994.27443132,49778.5021797,No,175993.603657,19.9889378501,133.532271927,22.2206240054,14303.8798124,100.0,30-45,2.0,633.773479543,12.0,Motorcycle_or_truck,Hightech,464.440030438,2.0,Yes
1434,Greens,9.0,304.427881354,27193.1808587,Education,101.475960451,No,267.976580245,Yes,Male,By_16:00,0.25198975415,0.608443726087,5.26782728033,0.213728328235,3.91050990438,7.94458179502,3215.0,53.9684857009,486.962165822,3653.69013409,57834.4077068,No,71811.4475595,22.0672192589,262.787536391,31.0474943137,10408.8465099,100.0,Below_30,1.0,776.407793719,13.0,Motorcycle_or_truck,Public_Sector,622.68837291,0.0,Yes
2647,Pinks,2.0,108.561182715,9675.07008173,Education,36.1870609051,No,267.362693729,Yes,Male,By_16:00,0.934923704248,0.890945831314,1.25583446585,9.39952814719,1.74467514735,0.650971778668,6033.0,82.4783741264,424.790127665,3523.20719262,48242.018299,No,71482.809998,20.6104373477,256.532487012,16.1544785835,1355.69043786,100.0,45_and_up,1.0,620.213521063,11.0,Motorcycle_or_truck,Hightech,422.332273584,0.0,No
7594,Browns,6.0,492.568868281,49374.276082,Financial,164.18962276,No,300.714961469,Yes,Female,By_16:00,0.519924397347,0.223647519713,4.98913256451,4.20196861029,3.39371073991,8.11041093897,8761.0,3.70809377637,355.655490639,3718.46059597,42615.3941176,No,90429.4880516,18.8588305745,268.121858573,7.32507216744,27132.4218449,60.0,Below_30,1.0,546.917970799,6.0,Motorcycle_or_truck,Industry_or_other,393.513066154,0.0,No
2150,Browns,6.0,654.61291208,67940.5532038,Education,218.204304027,No,311.362113167,Yes,Male,After_16:00,0.899529215414,0.922313870164,1.44213616848,5.21386302076,1.12378763035,8.43469706131,8277.0,41.9481172226,365.508068787,3844.63726924,43512.6633416,No,96946.3655157,19.1182653185,256.296145554,18.3009705972,47841.3225998,100.0,30-45,,555.286123546,9.0,Car,Student_or_Unemployed,390.385300642,3.0,No
1098,Greens,4.0,,24652.7042704,Healthcare,74.3543104013,No,331.557163765,Yes,Male,After_16:00,0.394781981362,0.681547199143,9.56067147432,8.33427439444,7.37379190046,8.77679252531,5318.0,16.3730640197,546.275471483,4408.12258062,64596.9280221,No,109930.152844,23.3725366934,239.20090574,,5612.91778565,80.0,Below_30,3.0,856.508391135,14.0,Public_or_other,Hightech,663.409500847,0.0,Yes
6711,Browns,2.0,386.529858998,44108.6599005,Healthcare,128.843286333,No,342.343486851,Yes,Female,By_16:00,0.584657871397,0.290283770068,2.36252239207,3.69956022128,,1.55852061929,4766.0,,394.121857168,4211.67858284,46558.7063063,No,117199.062989,19.8525025417,214.444919546,78.517916752,16739.4357194,80.0,Below_30,1.0,589.142247449,8.0,Foot_or_bicycle,Hightech,400.396454625,2.0,Yes
7007,Browns,2.0,605.392474829,95971.5098166,Financial,201.79749161,No,475.583264446,Yes,Female,After_16:00,0.169903406408,0.420711174607,3.7458356889,8.66894032806,2.33664801111,7.26106414106,5569.0,90.7532097772,,5658.34737646,55482.7474913,No,226179.441421,21.2428191632,55.2244057085,25.8072898025,40934.0251115,60.0,30-45,1.0,699.282188795,6.0,Car,Student_or_Unemployed,491.184465901,2.0,No
3284,Browns,4.0,636.893940917,100744.49956,Financial,212.297980306,No,474.542901517,Yes,Female,By_16:00,0.385275717825,0.468956230907,,2.23913713591,0.162730754819,0.562552751508,3965.0,18.8826747471,409.436220499,5564.30145616,52048.9005319,No,225190.96538,20.2345303998,94.8207910036,16.1319941748,45292.7304222,60.0,45_and_up,2.0,660.007183519,5.0,Car,Hightech,488.120589837,0.0,No
1511,Greens,6.0,315.364971931,26873.7199328,Financial,105.12165731,No,255.643990215,Yes,Male,By_16:00,0.270138635533,0.633563523879,7.55014631897,9.54809995601,2.53986598691,7.8697859589,7376.0,20.5361526227,491.640889974,3539.7216821,58189.9343339,No,65353.8497332,22.17297657,277.376082808,81.749633071,11165.684493,60.0,Below_30,4.0,783.535010919,12.0,Public_or_other,Student_or_Unemployed,630.987621842,1.0,No
279,Yellows,10.0,1273.80593962,70292.8202499,Healthcare,424.601979873,Yes,165.549911639,Yes,Female,By_16:00,0.307698363671,0.991963577457,9.25648769597,0.272338273935,3.39940517675,1.02353355149,3711.0,36.6714538774,362.012385114,2379.52388662,46230.7550366,Yes,27406.7732438,19.0266230612,383.938474043,76.7919204198,180721.443292,80.0,45_and_up,0.0,,14.0,Foot_or_bicycle,Services_or_Retail,628.496336072,0.0,Yes
2081,Purples,9.0,49.8885943684,7143.97195498,Education,16.6295314561,No,429.595504469,Yes,Male,By_16:00,0.679249950685,0.948203431908,1.08029574156,9.79817882646,9.32721830672,3.86791939614,6453.0,36.0678634606,431.149750281,5158.25454525,56125.2030169,No,184552.29746,20.7641457874,157.600479568,92.1236617491,303.170847907,100.0,30-45,0.0,742.518226101,16.0,Foot_or_bicycle,Hightech,623.047800804,0.0,Yes
8346,Greens,2.0,48.9833498467,4677.57335509,Healthcare,16.3277832822,No,286.479387571,Yes,Male,After_16:00,0.356608271133,0.537202118896,1.08073320938,1.33051561657,5.84983223118,8.4156158776,4687.0,63.06298126,482.132550049,3829.05897581,58471.7238434,No,82070.439503,21.9575169372,263.588362688,37.8216546262,292.924290194,80.0,45_and_up,3.0,789.327456645,13.0,Car,Industry_or_other,653.520445689,0.0,Yes
3506,Blues,6.0,1548.33636169,305538.700085,Financial,516.112120564,,592.000629148,No,Female,After_16:00,0.624185305089,0.0972858024761,8.75575925689,5.04538913956,4.90874964045,3.00541532924,4769.0,72.927052062,625.574116694,7171.15452487,74094.6856697,Yes,,25.0114796982,189.483450775,55.5354588898,266897.833114,60.0,Below_30,4.0,926.232977476,8.0,Foot_or_bicycle,Student_or_Unemployed,608.032419072,1.0,No
